Coach,School,Conference,Season Wins,Season Losses,Season W-L%,AP Pre,AP Post,NCAA Tournament,Since,School Wins,School Losses,School W-L%,School NCAA,School S16,School FF,School Chmp,Career Wins,Career Losses,Career W-L%,Career NCAA,Career S16,Career FF,Career Chmp
Brett Nelson,Holy Cross,Patriot,10.0,22.0,0.312,,,,2019-20,27.0,84.0,0.243,,,,,27,84,0.243,,,,
Kyle Neptune,Villanova,Big East,17.0,17.0,0.5,16.0,,,2022-23,17.0,17.0,0.5,,,,,33,33,0.5,,,,
Darris Nichols,Radford,Big South,21.0,15.0,0.583,,,,2021-22,32.0,33.0,0.492,,,,,32,33,0.492,,,,
Nate Oats,Alabama,SEC,31.0,6.0,0.838,20.0,1.0,Lost Regional Semifinal,2019-20,92.0,42.0,0.687,3.0,2.0,,,188,85,0.689,6.0,2.0,,
Ryan Odom,Utah State,MWC,26.0,9.0,0.743,,,Lost First Round,2021-22,44.0,25.0,0.638,1.0,,,,149,96,0.608,2.0,,,
Eric Olen,UC-San Diego,Big West,10.0,20.0,0.333,,,,2020-21,30.0,46.0,0.395,,,,,30,46,0.395,,,,
Desmond Oliver,ETSU,Southern,12.0,20.0,0.375,,,,2021-22,27.0,37.0,0.422,,,,,27,37,0.422,,,,
T.J. Otzelberger,Iowa State,Big 12,19.0,14.0,0.576,,,Lost First Round,2021-22,41.0,27.0,0.603,2.0,1.0,,,140,90,0.609,4.0,1.0,,
Freddie Owens,Green Bay,Horizon,1.0,10.0,0.091,,,,2022-23,1.0,10.0,0.091,,,,,1,10,0.091,,,,
Matt Painter,Purdue,Big Ten,29.0,6.0,0.829,,3.0,Lost First Round,2005-06,413.0,198.0,0.676,14.0,6.0,,,438,203,0.683,15.0,6.0,,
Lamont Paris,South Carolina,SEC,11.0,21.0,0.344,,,,2022-23,11.0,21.0,0.344,,,,,98,93,0.513,1.0,,,
Joe Pasternack,UCSB,Big West,27.0,8.0,0.771,,,Lost First Round,2017-18,132.0,53.0,0.714,2.0,,,,186,113,0.622,2.0,,,
Josh Pastner ,Georgia Tech,ACC,15.0,18.0,0.455,,,,2016-17,109.0,114.0,0.489,1.0,,,,276,187,0.596,5.0,,,
David Patrick,Sacramento State,Big Sky,14.0,18.0,0.438,,,,2022-23,14.0,18.0,0.438,,,,,41,56,0.423,,,,
Greg Paulus,Niagara,MAAC,16.0,15.0,0.516,,,,2019-20,51.0,62.0,0.451,,,,,51,62,0.451,,,,
Kenny Payne,Louisville,ACC,4.0,28.0,0.125,,,,2022-23,4.0,28.0,0.125,,,,,4,28,0.125,,,,
Bruce Pearl,Auburn,SEC,21.0,13.0,0.618,15.0,,Lost Second Round,2014-15,187.0,111.0,0.628,4.0,1.0,1.0,,418,210,0.666,12.0,5.0,1.0,
Ryan Pedon,Illinois State,MVC,11.0,21.0,0.344,,,,2022-23,11.0,21.0,0.344,,,,,11,21,0.344,,,,
John Pelphrey,Tennessee Tech,OVC,16.0,17.0,0.485,,,,2019-20,41.0,82.0,0.333,,,,,190,208,0.477,2.0,,,
Scott Pera,Rice,CUSA,19.0,16.0,0.543,,,,2017-18,85.0,106.0,0.445,,,,,85,106,0.445,,,,
Dwight Perry,Wofford,Southern,12.0,12.0,0.5,,,,2022-23,12.0,12.0,0.5,,,,,12,12,0.5,,,,
Leonard Perry,Pacific,WCC,15.0,18.0,0.455,,,,2021-22,23.0,40.0,0.365,,,,,71,137,0.341,,,,
Eric Peterson,South Dakota,Summit,12.0,19.0,0.387,,,,2022-23,12.0,19.0,0.387,,,,,12,19,0.387,,,,
Steve Pikiell,Rutgers,Big Ten,19.0,15.0,0.559,,,,2016-17,117.0,106.0,0.525,2.0,,,,309,262,0.541,3.0,,,
Richard Pitino,New Mexico,MWC,22.0,12.0,0.647,,,,2021-22,35.0,31.0,0.53,,,,,194,168,0.536,2.0,,,
Rick Pitino ,Iona,MAAC,27.0,8.0,0.771,,,Lost First Round,2020-21,64.0,22.0,0.744,2.0,,,,834,293,0.74,23.0,13.0,7.0,2.0
Mark Pope,BYU,WCC,19.0,15.0,0.559,,,,2019-20,87.0,41.0,0.68,1.0,,,,164,97,0.628,1.0,,,
Steve Prohm,Murray State,MVC,17.0,15.0,0.531,,,,2011-12,121.0,44.0,0.733,1.0,,,,218,139,0.611,4.0,1.0,,
Mark Prosser,Winthrop,Big South,15.0,17.0,0.469,,,,2021-22,38.0,26.0,0.594,,,,,75,79,0.487,,,,
Tony Pujol,North Alabama,A-Sun,18.0,15.0,0.545,,,,2018-19,63.0,86.0,0.423,,,,,63,86,0.423,,,,
Barclay Radebaugh ,Charleston Southern,Big South,10.0,21.0,0.323,,,,2005-06,226.0,320.0,0.414,,,,,226,320,0.414,,,,
David Ragland,Evansville,MVC,5.0,27.0,0.156,,,,2022-23,5.0,27.0,0.156,,,,,5,27,0.156,,,,
Brett Reed,Lehigh,Patriot,16.0,14.0,0.533,,,,2007-08,262.0,222.0,0.541,2.0,,,,262,222,0.541,2.0,,,
Mike Rhoades,VCU,A-10,27.0,8.0,0.771,,,Lost First Round,2017-18,129.0,61.0,0.679,3.0,,,,176,113,0.609,3.0,,,
King Rice,Monmouth,CAA,7.0,26.0,0.212,,,,2011-12,189.0,193.0,0.495,,,,,189,193,0.495,,,,
Leon Rice,Boise State,MWC,24.0,10.0,0.706,,,Lost First Round,2010-11,268.0,155.0,0.634,4.0,,,,268,155,0.634,4.0,,,
Keith Richard,Louisiana-Monroe,Sun Belt,11.0,21.0,0.344,,,,2010-11,152.0,252.0,0.376,,,,,302,369,0.45,,,,
Bob Richey,Furman,Southern,28.0,8.0,0.778,,,Lost Second Round,2017-18,139.0,54.0,0.72,1.0,,,,139,54,0.72,1.0,,,
David Richman,North Dakota State,Summit,16.0,17.0,0.485,,,,2014-15,175.0,114.0,0.606,2.0,,,,175,114,0.606,2.0,,,
Ryan Ridder,UT-Martin,OVC,19.0,14.0,0.576,,,,2021-22,27.0,36.0,0.429,,,,,75,81,0.481,,,,
David Riley,Eastern Washington,Big Sky,23.0,11.0,0.676,,,,2021-22,41.0,27.0,0.603,,,,,41,27,0.603,,,,
Richie Riley,South Alabama,Sun Belt,19.0,16.0,0.543,,,,2018-19,94.0,67.0,0.584,,,,,129,95,0.576,,,,
Norm Roberts,Kansas,Big 12,4.0,0.0,1.0,5.0,4.0,Lost Second Round,2022-23,4.0,0.0,1.0,1.0,,,,85,101,0.457,1.0,,,
Daniyal Robinson,Cleveland State,Horizon,21.0,14.0,0.6,,,,2022-23,21.0,14.0,0.6,,,,,21,14,0.6,,,,
Lorenzo Romar,Pepperdine,WCC,9.0,22.0,0.29,,,,1996-97,105.0,137.0,0.434,,,,,454,377,0.546,7.0,3.0,,
Will Ryan,Green Bay,Horizon,2.0,19.0,0.095,,,,2020-21,15.0,61.0,0.197,,,,,15,61,0.197,,,,
Kelvin Sampson,Houston,AAC,33.0,4.0,0.892,3.0,2.0,Lost Regional Semifinal,2014-15,232.0,74.0,0.758,5.0,4.0,1.0,,657,301,0.686,19.0,7.0,2.0,
Ron Sanchez,Charlotte,CUSA,22.0,14.0,0.611,,,,2018-19,72.0,78.0,0.48,,,,,72,78,0.48,,,,
Levell Sanders,Binghamton,AEC,13.0,18.0,0.419,,,,2021-22,25.0,35.0,0.417,,,,,25,35,0.417,,,,
Paul Sather,North Dakota,Summit,13.0,20.0,0.394,,,,2019-20,43.0,80.0,0.35,,,,,43,80,0.35,,,,
Josh Schertz,Indiana State,MVC,23.0,13.0,0.639,,,,2021-22,34.0,33.0,0.507,,,,,34,33,0.507,,,,
Jon Scheyer,Duke,ACC,27.0,9.0,0.75,7.0,12.0,Lost Second Round,2022-23,27.0,9.0,0.75,1.0,,,,27,9,0.75,1.0,,,
Mark Schmidt,St. Bonaventure,A-10,14.0,18.0,0.438,,,,2007-08,282.0,213.0,0.57,3.0,,,,364,303,0.546,3.0,,,
Michael Schwartz,East Carolina,AAC,16.0,17.0,0.485,,,,2022-23,16.0,17.0,0.485,,,,,16,17,0.485,,,,
Joe Scott,Air Force,MWC,14.0,18.0,0.438,,,,2000-01,81.0,119.0,0.405,1.0,,,,265,296,0.472,1.0,,,
Bill Self,Kansas,Big 12,24.0,8.0,0.75,5.0,4.0,Lost Second Round,2003-04,580.0,132.0,0.815,19.0,11.0,4.0,2.0,787,237,0.769,24.0,14.0,4.0,2.0
Patrick Sellers,Central Connecticut,NEC,10.0,22.0,0.312,,,,2021-22,18.0,46.0,0.281,,,,,18,46,0.281,,,,
Herb Sendek,Santa Clara,WCC,23.0,10.0,0.697,,,,2016-17,120.0,94.0,0.561,,,,,533,389,0.578,8.0,1.0,,
Rob Senderoff,Kent State,MAC,28.0,7.0,0.8,,,Lost First Round,2011-12,247.0,147.0,0.627,2.0,,,,247,147,0.627,2.0,,,
Micah Shrewsberry,Penn State,Big Ten,23.0,14.0,0.622,,,Lost Second Round,2021-22,37.0,31.0,0.544,1.0,,,,37,31,0.544,1.0,,,
Phillip Shumpert,North Carolina A&T,CAA,13.0,19.0,0.406,,,,2022-23,13.0,19.0,0.406,,,,,13,19,0.406,,,,
Takayo Siddle,UNC Wilmington,CAA,24.0,10.0,0.706,,,,2020-21,58.0,29.0,0.667,,,,,58,29,0.667,,,,
Marty Simmons,Eastern Illinois,OVC,9.0,22.0,0.29,,,,2021-22,14.0,48.0,0.226,,,,,198,223,0.47,,,,
Todd Simon,Southern Utah,WAC,22.0,12.0,0.647,,,,2016-17,118.0,106.0,0.527,,,,,127,114,0.527,,,,
Pat Skerry,Towson,CAA,21.0,12.0,0.636,,,,2011-12,193.0,185.0,0.511,,,,,193,185,0.511,,,,
Mark Slessinger,New Orleans,Southland,12.0,20.0,0.375,,,,2012-13,144.0,184.0,0.439,1.0,,,,144,184,0.439,1.0,,,
Shaka Smart,Marquette,Big East,29.0,7.0,0.806,,6.0,Lost Second Round,2021-22,48.0,20.0,0.706,2.0,,,,320,162,0.664,10.0,1.0,1.0,
Steve Smiley,Northern Colorado,Big Sky,12.0,20.0,0.375,,,,2020-21,45.0,47.0,0.489,,,,,45,47,0.489,,,,
Byron Smith,Prairie View,SWAC,13.0,19.0,0.406,,,,2015-16,113.0,113.0,0.5,1.0,,,,113,113,0.5,1.0,,,
Craig Smith,Utah,Pac-12,17.0,15.0,0.531,,,,2021-22,28.0,35.0,0.444,,,,,181,114,0.614,2.0,,,
G.G. Smith,High Point,Big South,14.0,17.0,0.452,,,,2021-22,17.0,20.0,0.459,,,,,73,118,0.382,,,,
John Smith,Cal Poly,Big West,8.0,25.0,0.242,,,,2019-20,26.0,89.0,0.226,,,,,26,89,0.226,,,,
Kyle Smith,Washington State,Pac-12,17.0,17.0,0.5,,,,2019-20,69.0,61.0,0.531,,,,,233,183,0.56,,,,
Zach Spiker,Drexel,CAA,17.0,15.0,0.531,,,,2016-17,93.0,118.0,0.441,1.0,,,,195,230,0.459,1.0,,,
Preston Spradlin,Morehead State,OVC,22.0,12.0,0.647,,,,2016-17,114.0,100.0,0.533,1.0,,,,114,100,0.533,1.0,,,
Danny Sprinkle,Montana State,Big Sky,25.0,10.0,0.714,,,Lost First Round,2019-20,81.0,43.0,0.653,2.0,,,,81,43,0.653,2.0,,,
Jerry Stackhouse,Vanderbilt,SEC,22.0,15.0,0.595,,,,2019-20,61.0,69.0,0.469,,,,,61,69,0.469,,,,
Rick Stansbury,Western Kentucky,CUSA,17.0,16.0,0.515,,,,2016-17,139.0,89.0,0.61,,,,,432,255,0.629,6.0,,,
Travis Steele,Miami (OH),MAC,12.0,20.0,0.375,,,,2022-23,12.0,20.0,0.375,,,,,82,70,0.539,,,,
Dwayne Stephens,Western Michigan,MAC,8.0,23.0,0.258,,,,2022-23,8.0,23.0,0.258,,,,,8,23,0.258,,,,
RaShawn Stores,Manhattan,MAAC,12.0,18.0,0.4,,,,2022-23,12.0,18.0,0.4,,,,,12,18,0.4,,,,
Rod Strickland,LIU,NEC,3.0,26.0,0.103,,,,2022-23,3.0,26.0,0.103,,,,,3,26,0.103,,,,
Tony Stubblefield,DePaul,Big East,10.0,23.0,0.303,,,,2021-22,25.0,39.0,0.391,,,,,27,51,0.346,,,,
Jerome Tang,Kansas State,Big 12,26.0,10.0,0.722,,15.0,Lost Regional Final,2022-23,26.0,10.0,0.722,1.0,1.0,,,26,10,0.722,1.0,1.0,,
Brette Tanner,Abilene Christian,WAC,13.0,17.0,0.433,,,,2021-22,38.0,28.0,0.576,,,,,38,28,0.576,,,,
John Tauer,St. Thomas,Summit,19.0,14.0,0.576,,,,2021-22,29.0,34.0,0.46,,,,,29,34,0.46,,,,
Billy Taylor,Elon,CAA,8.0,24.0,0.25,,,,2022-23,8.0,24.0,0.25,,,,,173,192,0.474,1.0,,,
Dedrique Taylor,Cal State Fullerton,Big West,20.0,13.0,0.606,,,,2013-14,141.0,161.0,0.467,2.0,,,,141,161,0.467,2.0,,,
Rodney Terry,Texas,Big 12,22.0,8.0,0.733,12.0,5.0,Lost Regional Final,2022-23,22.0,8.0,0.733,1.0,1.0,,,185,164,0.53,2.0,1.0,,
Reggie Theus,Bethune-Cookman,SWAC,12.0,20.0,0.375,,,,2021-22,21.0,41.0,0.339,,,,,115,169,0.405,1.0,,,
Peter Thomas,Richmond,A-10,2.0,4.0,0.333,,,,2022-23,2.0,4.0,0.333,,,,,2,4,0.333,,,,
Wayne Tinkle,Oregon State,Pac-12,11.0,21.0,0.344,,,,2014-15,127.0,158.0,0.446,2.0,1.0,,,285,249,0.534,5.0,1.0,,
Andrew Toole,Robert Morris,Horizon,16.0,17.0,0.485,,,,2010-11,216.0,210.0,0.507,1.0,,,,216,210,0.507,1.0,,,
Russ Turner,UC-Irvine,Big West,23.0,12.0,0.657,,,,2010-11,265.0,170.0,0.609,2.0,,,,265,170,0.609,2.0,,,
Brad Underwood ,Illinois,Big Ten,20.0,13.0,0.606,23.0,,Lost First Round,2017-18,114.0,79.0,0.591,3.0,,,,223,106,0.678,7.0,,,
Keith Urgo,Fordham,A-10,25.0,8.0,0.758,,,,2022-23,25.0,8.0,0.758,,,,,25,8,0.758,,,,
Drew Valentine,Loyola (IL),A-10,10.0,21.0,0.323,,,,2021-22,35.0,29.0,0.547,1.0,,,,35,29,0.547,1.0,,,
Chris Victor,Seattle,WAC,20.0,12.0,0.625,,,,2021-22,43.0,21.0,0.672,,,,,43,21,0.672,,,,
Darrell Walker,Little Rock,OVC,10.0,21.0,0.323,,,,2018-19,61.0,86.0,0.415,,,,,61,86,0.415,,,,
Brian Wardle,Bradley,MVC,25.0,10.0,0.714,,,,2015-16,135.0,126.0,0.517,1.0,,,,230,191,0.546,1.0,,,
Stan Waterman,Delaware State,MEAC,6.0,24.0,0.2,,,,2021-22,8.0,50.0,0.138,,,,,8,50,0.138,,,,
Michael White,Georgia,SEC,16.0,16.0,0.5,,,,2022-23,16.0,16.0,0.5,,,,,259,144,0.643,4.0,1.0,,
Jim Whitesell,Buffalo,MAC,15.0,17.0,0.469,,,,2019-20,70.0,49.0,0.588,,,,,179,156,0.534,,,,
Kevin Willard,Maryland,Big Ten,22.0,13.0,0.629,,,Lost Second Round,2022-23,22.0,13.0,0.629,1.0,,,,292,223,0.567,6.0,,,
Buzz Williams,Texas A&M,SEC,25.0,10.0,0.714,,17.0,Lost First Round,2019-20,76.0,47.0,0.618,1.0,,,,329,202,0.62,9.0,4.0,,
Corey Williams,Texas Tech,Big 12,0.0,1.0,0.0,25.0,,,2022-23,0.0,1.0,0.0,,,,,58,134,0.302,,,,
Mo Williams,Jackson State,SWAC,14.0,19.0,0.424,,,,2022-23,14.0,19.0,0.424,,,,,28,54,0.341,,,,
Andrew Wilson,VMI,Southern,7.0,25.0,0.219,,,,2022-23,7.0,25.0,0.219,,,,,7,25,0.219,,,,
Reggie Witherspoon,Canisius,MAAC,10.0,20.0,0.333,,,,2016-17,94.0,112.0,0.456,,,,,292,340,0.462,,,,
Sean Woods,Southern,SWAC,15.0,17.0,0.469,,,,2018-19,64.0,82.0,0.438,,,,,191,232,0.452,1.0,,,
Mike Woodson,Indiana,Big Ten,23.0,12.0,0.657,13.0,21.0,Lost Second Round,2021-22,44.0,26.0,0.629,2.0,,,,44,26,0.629,2.0,,,
Jeff Wulbrun,Denver,Summit,15.0,17.0,0.469,,,,2021-22,26.0,38.0,0.406,,,,,26,38,0.406,,,,
Luke Yaklich,UIC,MVC,12.0,20.0,0.375,,,,2020-21,35.0,49.0,0.417,,,,,35,49,0.417,,,,
Greg Young,UT Arlington,WAC,9.0,16.0,0.36,,,,2021-22,20.0,34.0,0.37,,,,,20,34,0.37,,,,
Jay Young,Fairfield,MAAC,13.0,18.0,0.419,,,,2019-20,50.0,73.0,0.407,,,,,50,73,0.407,,,,
Mike Young,Virginia Tech,ACC,19.0,15.0,0.559,,,,2019-20,73.0,51.0,0.589,2.0,,,,372,295,0.558,7.0,,,
Jaret von Rosenberg,East Texas A&M,Southland,13.0,20.0,0.394,,,,2022-23,13.0,20.0,0.394,,,,,13,20,0.394,,,,
Amir Abdur-Rahim,South Florida,AAC,25.0,8.0,0.758,,,,2023-24,25.0,8.0,0.758,,,,,70,82,0.461,1.0,,,
Lennie Acuff,Lipscomb,A-Sun,20.0,12.0,0.625,,,,2019-20,85.0,72.0,0.541,,,,,85,72,0.541,,,,
Griff Aldrich,Longwood,Big South,21.0,14.0,0.6,,,Lost First Round,2018-19,109.0,86.0,0.559,2.0,,,,109,86,0.559,2.0,,,
Casey Alexander,Belmont,MVC,20.0,13.0,0.606,,,,2019-20,118.0,43.0,0.733,,,,,255,163,0.61,1.0,,,
Steve Alford,Nevada,MWC,26.0,8.0,0.765,,,Lost First Round,2019-20,96.0,59.0,0.619,2.0,,,,605,328,0.648,13.0,4.0,,
Dana Altman,Oregon,Pac-12,24.0,12.0,0.667,,,Lost Second Round,2010-11,345.0,152.0,0.694,8.0,5.0,1.0,,755,395,0.657,16.0,5.0,1.0,
Tommy Amaker,Harvard,Ivy,14.0,13.0,0.519,,,,2007-08,292.0,179.0,0.62,4.0,,,,468,318,0.595,5.0,1.0,,
Tobin Anderson,Iona,MAAC,16.0,17.0,0.485,,,,2023-24,16.0,17.0,0.485,,,,,37,33,0.529,1.0,,,
Adrian Autry,Syracuse,ACC,20.0,12.0,0.625,,,,2023-24,20.0,12.0,0.625,,,,,20,12,0.625,,,,
Kevin Baggett,Rider,MAAC,15.0,17.0,0.469,,,,2012-13,192.0,183.0,0.512,,,,,192,183,0.512,,,,
Jeremy Ballard,Florida International,CUSA,11.0,22.0,0.333,,,,2018-19,88.0,101.0,0.466,,,,,88,101,0.466,,,,
Tony Barbee,Central Michigan,MAC,18.0,14.0,0.562,,,,2021-22,35.0,58.0,0.376,,,,,166,185,0.473,1.0,,,
Rick Barnes,Tennessee,SEC,27.0,9.0,0.75,9.0,5.0,Lost Regional Final,2015-16,202.0,101.0,0.667,6.0,3.0,,,806,415,0.66,28.0,9.0,1.0,
Rod Barnes,Cal State Bakersfield,Big West,13.0,19.0,0.406,,,,2011-12,196.0,212.0,0.48,1.0,,,,382,401,0.488,4.0,1.0,,
Brian Barone,SIU-Edwardsville,OVC,17.0,16.0,0.515,,,,2019-20,64.0,91.0,0.413,,,,,64,91,0.413,,,,
Chris Beard,Ole Miss,SEC,20.0,12.0,0.625,,,,2023-24,20.0,12.0,0.625,,,,,191,85,0.692,6.0,3.0,1.0,
John Becker,Vermont,AEC,28.0,7.0,0.8,,,Lost First Round,2011-12,308.0,120.0,0.72,6.0,,,,308,120,0.72,6.0,,,
Randy Bennett,Saint Mary's,WCC,26.0,8.0,0.765,23.0,21.0,Lost First Round,2001-02,533.0,216.0,0.712,10.0,1.0,,,533,216,0.712,10.0,1.0,,
Tony Bennett,Virginia,ACC,23.0,11.0,0.676,,,Lost First Four,2009-10,364.0,136.0,0.728,10.0,3.0,1.0,1.0,433,169,0.719,12.0,4.0,1.0,1.0
Grant Billmeier,NJIT,AEC,7.0,21.0,0.25,,,,2023-24,7.0,21.0,0.25,,,,,8,21,0.276,,,,
Kenneth Blakeney,Howard,MEAC,18.0,17.0,0.514,,,Lost First Four,2019-20,61.0,76.0,0.445,2.0,,,,61,76,0.445,2.0,,,
Jeff Boals,Ohio,MAC,20.0,13.0,0.606,,,,2019-20,98.0,60.0,0.62,1.0,,,,153,102,0.6,1.0,,,
Anthony Boone,Central Arkansas,A-Sun,9.0,23.0,0.281,,,,2019-20,43.0,96.0,0.309,,,,,43,96,0.309,,,,
Chad Boudreau,Western Illinois,OVC,21.0,12.0,0.636,,,,2023-24,21.0,12.0,0.636,,,,,21,12,0.636,,,,
Tad Boyle,Colorado,Pac-12,26.0,11.0,0.703,,,Lost Second Round,2010-11,298.0,183.0,0.62,6.0,,,,354,249,0.587,6.0,,,
Michael Boynton,Oklahoma State,Big 12,12.0,20.0,0.375,,,,2017-18,119.0,109.0,0.522,1.0,,,,119,109,0.522,1.0,,,
Solomon Bozeman,Arkansas-Pine Bluff,SWAC,13.0,18.0,0.419,,,,2021-22,30.0,63.0,0.323,,,,,30,63,0.323,,,,
Matt Brady,DePaul,Big East,0.0,14.0,0.0,,,,2023-24,0.0,14.0,0.0,,,,,212,191,0.526,1.0,,,
Kevin Broadus,Morgan State,MEAC,11.0,20.0,0.355,,,,2019-20,68.0,75.0,0.476,,,,,105,100,0.512,1.0,,,
Alvin Brooks,Lamar,Southland,19.0,14.0,0.576,,,,2021-22,30.0,63.0,0.323,,,,,84,147,0.364,,,,
Brad Brownell,Clemson,ACC,24.0,12.0,0.667,,14.0,Lost Regional Final,2010-11,265.0,189.0,0.584,4.0,2.0,,,432,274,0.612,7.0,2.0,,
Shane Burcar,Northern Arizona,Big Sky,14.0,19.0,0.424,,,,2019-20,57.0,95.0,0.375,,,,,57,95,0.375,,,,
Rashon Burno,Northern Illinois,MAC,11.0,20.0,0.355,,,,2021-22,33.0,60.0,0.355,,,,,33,60,0.355,,,,
Landon Bussie,Alcorn State,SWAC,14.0,18.0,0.438,,,,2020-21,55.0,62.0,0.47,,,,,55,62,0.47,,,,
Mark Byington,James Madison,Sun Belt,32.0,4.0,0.889,,,Lost Second Round,2020-21,82.0,36.0,0.695,1.0,,,,213,133,0.616,1.0,,,
Rick Cabrera,Northwestern State,Southland,9.0,23.0,0.281,,,,2023-24,9.0,23.0,0.281,,,,,9,23,0.281,,,,
Jerrod Calhoun,Youngstown State,Horizon,22.0,10.0,0.688,,,,2017-18,118.0,106.0,0.527,,,,,118,106,0.527,,,,
John Calipari ,Kentucky,SEC,23.0,10.0,0.697,16.0,20.0,Lost First Round,2009-10,410.0,123.0,0.769,12.0,8.0,4.0,1.0,855,263,0.765,23.0,15.0,6.0,1.0
Jeff Capel III ,Pitt,ACC,22.0,11.0,0.667,,,,2018-19,97.0,92.0,0.513,1.0,,,,272,202,0.574,4.0,1.0,,
Chris Caputo,George Washington,A-10,15.0,17.0,0.469,,,,2022-23,31.0,33.0,0.484,,,,,31,33,0.484,,,,
Chris Casey,Fairfield,MAAC,24.0,13.0,0.649,,,,2023-24,24.0,13.0,0.649,,,,,88,142,0.383,,,,
Jack Castleberry,FDU,NEC,15.0,17.0,0.469,,,,2023-24,15.0,17.0,0.469,,,,,15,17,0.469,,,,
Patrick Chambers,Florida Gulf Coast,A-Sun,14.0,18.0,0.438,,,,2022-23,31.0,33.0,0.484,,,,,221,211,0.512,1.0,,,
Nate Champion,Le Moyne,NEC,15.0,17.0,0.469,,,,2023-24,15.0,17.0,0.469,,,,,15,17,0.469,,,,
Speedy Claxton,Hofstra,CAA,20.0,13.0,0.606,,,,2021-22,66.0,34.0,0.66,,,,,66,34,0.66,,,,
Jase Coburn,Portland State,Big Sky,17.0,15.0,0.531,,,,2021-22,43.0,51.0,0.457,,,,,43,51,0.457,,,,
Bill Coen,Northeastern,CAA,12.0,20.0,0.375,,,,2006-07,282.0,284.0,0.498,2.0,,,,282,284,0.498,2.0,,,
Jon Coffman,Purdue Fort Wayne,Horizon,23.0,13.0,0.639,,,,2014-15,179.0,142.0,0.558,,,,,179,142,0.558,,,,
Brian Collins,Tennessee State,OVC,18.0,15.0,0.545,,,,2018-19,81.0,102.0,0.443,,,,,81,102,0.443,,,,
Chris Collins,Northwestern,Big Ten,22.0,12.0,0.647,,,Lost Second Round,2013-14,177.0,174.0,0.504,3.0,,,,177,174,0.504,3.0,,,
Ed Conroy,The Citadel,Southern,11.0,21.0,0.344,,,,2006-07,70.0,119.0,0.37,,,,,162,222,0.422,,,,
Ed Cooley,Georgetown,Big East,9.0,23.0,0.281,,,,2023-24,9.0,23.0,0.281,,,,,343,245,0.583,7.0,1.0,,
Donald Copeland,Wagner,NEC,17.0,16.0,0.515,,,Lost First Round,2022-23,32.0,29.0,0.525,1.0,,,,32,29,0.525,1.0,,,
Ron Cottrell,Houston Christian,Southland,6.0,23.0,0.207,,,,2008-09,153.0,331.0,0.316,,,,,153,331,0.316,,,,
Tim Craft,Gardner-Webb,Big South,17.0,16.0,0.515,,,,2013-14,188.0,166.0,0.531,1.0,,,,188,166,0.531,1.0,,,
Jason Crafton,Maryland-Eastern Shore,MEAC,9.0,20.0,0.31,,,,2019-20,43.0,76.0,0.361,,,,,43,76,0.361,,,,
Matt Crenshaw,IU Indianapolis,Horizon,6.0,26.0,0.188,,,,2021-22,14.0,79.0,0.151,,,,,14,79,0.151,,,,
Mick Cronin,UCLA,Pac-12,16.0,17.0,0.485,,,,2019-20,115.0,53.0,0.685,3.0,3.0,1.0,,480,224,0.682,14.0,4.0,1.0,
Scott Cross,Troy,Sun Belt,20.0,12.0,0.625,,,,2019-20,80.0,76.0,0.513,,,,,305,237,0.563,1.0,,,
Rick Croy,California Baptist,WAC,16.0,17.0,0.485,,,,2018-19,101.0,84.0,0.546,,,,,101,84,0.546,,,,
Chris Crutchfield,Omaha,Summit,15.0,18.0,0.455,,,,2022-23,24.0,41.0,0.369,,,,,24,41,0.369,,,,
Dan D'Antoni II,Marshall,Sun Belt,13.0,20.0,0.394,,,,2014-15,177.0,148.0,0.545,1.0,,,,177,148,0.545,1.0,,,
Keith Dambrot,Duquesne,A-10,25.0,12.0,0.676,,,Lost Second Round,2017-18,116.0,96.0,0.547,1.0,,,,441,269,0.621,4.0,,,
Scott Davenport,Bellarmine,A-Sun,8.0,23.0,0.258,,,,2020-21,57.0,62.0,0.479,,,,,57,62,0.479,,,,
Hubert Davis,UNC,ACC,29.0,8.0,0.784,19.0,7.0,Lost Regional Semifinal,2021-22,78.0,31.0,0.716,2.0,2.0,1.0,,78,31,0.716,2.0,2.0,1.0,
Mike Davis,Detroit Mercy,Horizon,1.0,31.0,0.031,,,,2018-19,60.0,119.0,0.335,,,,,412,360,0.534,9.0,1.0,1.0,
Nathan Davis,New Hampshire,AEC,16.0,15.0,0.516,,,,2023-24,16.0,15.0,0.516,,,,,145,130,0.527,2.0,,,
Johnny Dawkins Jr,UCF,Big 12,17.0,16.0,0.515,,,,2016-17,148.0,103.0,0.59,1.0,,,,304,218,0.582,2.0,1.0,,
Ed DeChellis,Navy,Patriot,13.0,18.0,0.419,,,,2011-12,181.0,211.0,0.462,,,,,400,442,0.475,2.0,,,
Travis DeCuire,Montana,Big Sky,24.0,12.0,0.667,,,,2014-15,201.0,124.0,0.618,2.0,,,,201,124,0.618,2.0,,,
Darian DeVries,Drake,MVC,28.0,7.0,0.8,,,Lost First Round,2018-19,150.0,55.0,0.732,3.0,,,,150,55,0.732,3.0,,,
Dave Dickerson,USC Upstate,Big South,10.0,20.0,0.333,,,,2018-19,65.0,117.0,0.357,,,,,133,201,0.398,,,,
Jake Diebler,Ohio State,Big Ten,8.0,3.0,0.727,,,,2023-24,8.0,3.0,0.727,,,,,8,3,0.727,,,,
